id,adresa,prum_cena
7488,"Brankovická 1417, 280 02 Kolín",nan
7237,"Tyršova 163, 256 01 Benešov",73.181818181818187
7606,"V Lipách 432, 251 66 Senohraby",131.40000000000001
5560,"Hotel Atlas Tyršova 2063, 256 01 Benešov",93.265625
5346,"Pražská 754, 274 01 Slaný",41.5
7978,"Mírové náměstí 40, 262 02 Dobříš",130.0
10652,"Kokořín 26, 277 23 Kokořín",64.75
2258,"Havířská 1012/23, 586 01 Jihlava",58.388235294117649
2257,"Matky Boží 1036/31, 586 01 Jihlava",nan
5231,"Havlíčkovo náměstí 178, 580 01 Havlíčkův Brod",76.84210526315789
5221,"Jihlavská 1985, 580 01 Havlíčkův Brod",nan
5222,",  ",151.98750000000001
7194,"Žižkova 15- Dělnický dům, 586 01 Jihlava",nan
10566,"Znojemská 1235, 674 01 Třebíč",nan
10070,"Hodějovice 12, 393 01 Pelhřimov",nan
6089,"Bohdaneč 167, 285 25 Bohdaneč",nan
5253,"Masarykova 3553, 580 01 Havlíčkův Brod",66.02985074626865
5266,"Sídliště Pražská 2902, 580 01 Havlíčkův Brod",96.108108108108112
5262,"Havlíčkovo náměstí 176, 580 01 Havlíčkův Brod",105.66666666666667
2188,"Kainarova 1B, 586 01 Jihlava",123.13333333333334
2193,"Sokolovská 108, 586 01 Jihlava",65.0
5228,"Havlíčkovo náměstí 51, 580 01 Havlíčkův Brod",27.307692307692307
5721,"Okrouhlička 1, 582 53 Štoky",50.864864864864863
9710,"Lipová 49,  Velké Bílovice",89.666666666666671
4396,"Nádražní 812, 696 03 Dubňany",159.0
10040,"Tyršovo náměstí 298, 565 01 Choceň",54.799999999999997
5100,"Nám. Míru 121, 344 01 Domažlice",nan
8360,",  ",87.879999999999995
5840,"Vlkovská 482, 595 01 Velká Bíteš",90.0
9852,"Klášter č. p. 1, 364 61 Teplá",99.0
10652,"Kokořín 26, 277 23 Kokořín",64.75
